-13.63	17.25	-75.88
-13.58	17.23	-76.09
-13.54	17.18	-76.16
-13.54	17.18	-76.04
-13.57	17.16	-76.37
-13.57	17.15	-76.43
-13.64	17.22	-76.45
-13.67	17.24	-76.29
-13.61	17.34	-76.36
-13.65	17.37	-76.32
-13.44	17.52	-76.22
-13.44	17.52	-76.10
-13.52	17.44	-76.14
-13.57	17.39	-76.11
-13.55	17.33	-76.07
-13.63	17.29	-76.11
-13.61	17.25	-76.07
-13.56	17.16	-76.14
-13.53	17.05	-76.05
-13.52	17.06	-76.14
-13.42	17.09	-76.15
-13.36	17.17	-76.00
-13.27	17.24	-76.03
-13.17	17.42	-76.08
-13.07	17.63	-75.76
-13.06	17.76	-75.72
-12.97	17.95	-75.57
-12.83	18.14	-75.59
-12.67	18.37	-75.42
-12.55	18.59	-75.21
-12.49	18.87	-75.06
-12.52	19.24	-74.80
-12.62	19.57	-74.59
-12.71	20.04	-74.22
-12.89	20.63	-73.80
-13.17	21.22	-73.33
-13.53	21.90	-72.90
-13.90	22.66	-72.45
-14.40	23.55	-71.94
-15.25	24.33	-71.16
-16.25	25.19	-70.27
-17.49	26.12	-69.40
-19.07	27.01	-68.55
-20.81	27.74	-67.42
-22.83	28.34	-66.18
-25.18	28.73	-64.91
-27.85	28.74	-63.59
-30.65	28.33	-62.42
-33.40	27.45	-61.39
-36.15	26.03	-60.62
-38.50	24.23	-59.83
-40.40	21.94	-59.62
-41.61	19.22	-59.61
-42.12	16.32	-59.95
-41.77	13.39	-60.74
-40.47	10.45	-61.93
-38.21	7.74	-63.50
-35.24	5.50	-65.25
-31.65	3.89	-67.01
-27.97	2.86	-68.86
-24.19	2.39	-70.59
-20.49	2.44	-72.08
-17.20	2.86	-73.43
-14.30	3.49	-74.70
-11.75	4.35	-75.74
-9.56	5.33	-76.54
-7.74	6.26	-77.23
-6.14	7.35	-77.67
-4.96	8.33	-78.20
-4.10	9.36	-78.51
-3.43	10.44	-78.88
-3.00	11.46	-79.12
-2.66	12.36	-79.30
-2.43	13.27	-79.25
-2.40	14.03	-79.45
-2.51	14.78	-79.52
-2.64	15.52	-79.50
-2.87	16.31	-79.26
-3.20	16.95	-79.17
-3.65	17.61	-79.10
-4.24	18.17	-79.20
-4.85	18.62	-79.05
-5.43	19.03	-78.99
-6.10	19.36	-78.98
-6.76	19.68	-78.80
-7.41	19.93	-78.74
-7.97	20.09	-78.69
-8.58	20.10	-78.49
-9.12	20.13	-78.27
